aqi,o3,so2,no2,co,pm25,pm10,timestamp_local,timestamp_utc,datetime,ts,city_name,lat,lon,timezone,country_code,state_code,county_name
45.6,52.9402,0.691041,7.43432,410.724,9.17041,9.22092,2020-03-23T00:00:00,2020-03-22T23:00:00,2020-03-22:23,1584918000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
40,52.4077,0.678003,8.80058,407.803,7.30843,7.55576,2020-03-22T23:00:00,2020-03-22T22:00:00,2020-03-22:22,1584914400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
35.8,54.1729,0.683591,9.86268,406.134,5.40492,5.83484,2020-03-22T22:00:00,2020-03-22T21:00:00,2020-03-22:21,1584910800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
32,57.7977,0.650063,10.1365,402.463,3.46593,4.02331,2020-03-22T21:00:00,2020-03-22T20:00:00,2020-03-22:20,1584907200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
29,63.4789,0.659376,9.88552,398.874,1.53172,2.16033,2020-03-22T20:00:00,2020-03-22T19:00:00,2020-03-22:19,1584903600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
31,67.5023,0.685453,8.15047,393.033,1.49904,2.02418,2020-03-22T19:00:00,2020-03-22T18:00:00,2020-03-22:18,1584900000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
33,70.4527,0.716187,6.68317,394.285,1.59346,2.09565,2020-03-22T18:00:00,2020-03-22T17:00:00,2020-03-22:17,1584896400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
34,72.9561,0.723638,5.23194,393.45,1.63142,2.10537,2020-03-22T17:00:00,2020-03-22T16:00:00,2020-03-22:16,1584892800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
34,74.476,0.729226,4.34835,393.867,1.59702,2.04943,2020-03-22T16:00:00,2020-03-22T15:00:00,2020-03-22:15,1584889200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
34,73.8502,0.719912,3.91458,391.781,1.56009,2.00674,2020-03-22T15:00:00,2020-03-22T14:00:00,2020-03-22:14,1584885600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
33,71.7044,0.766478,3.96278,393.033,1.52501,2.01078,2020-03-22T14:00:00,2020-03-22T13:00:00,2020-03-22:13,1584882000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
32,69.648,0.833534,4.33228,393.45,1.49931,2.04988,2020-03-22T13:00:00,2020-03-22T12:00:00,2020-03-22:12,1584878400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
33,70.2739,0.81677,4.53577,396.371,1.35307,1.91622,2020-03-22T12:00:00,2020-03-22T11:00:00,2020-03-22:11,1584874800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
32,68.5751,0.773929,4.80888,397.205,1.28696,1.85619,2020-03-22T11:00:00,2020-03-22T10:00:00,2020-03-22:10,1584871200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
28,59.9027,0.827946,6.20121,403.047,1.51882,2.19061,2020-03-22T10:00:00,2020-03-22T09:00:00,2020-03-22:09,1584867600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
25,54.0018,0.741333,6.96164,403.047,1.57865,2.23247,2020-03-22T09:00:00,2020-03-22T08:00:00,2020-03-22:08,1584864000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
23,49.5315,0.701286,8.30041,408.888,1.72352,2.3787,2020-03-22T08:00:00,2020-03-22T07:00:00,2020-03-22:07,1584860400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
21,46.3128,0.674278,8.84663,413.895,1.84949,2.51661,2020-03-22T07:00:00,2020-03-22T06:00:00,2020-03-22:06,1584856800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
21,45.6423,0.680797,8.80379,419.736,1.88183,2.54133,2020-03-22T06:00:00,2020-03-22T05:00:00,2020-03-22:05,1584853200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
21,44.8823,0.652857,9.07155,421.405,1.90278,2.57178,2020-03-22T05:00:00,2020-03-22T04:00:00,2020-03-22:04,1584849600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
21,44.6588,0.646338,9.40356,424.743,1.93568,2.62055,2020-03-22T04:00:00,2020-03-22T03:00:00,2020-03-22:03,1584846000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
20,43.8094,0.623986,9.77842,424.325,1.96887,2.69607,2020-03-22T03:00:00,2020-03-22T02:00:00,2020-03-22:02,1584842400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
20,43.1836,0.634231,10.0569,426.412,2.00515,2.76852,2020-03-22T02:00:00,2020-03-22T01:00:00,2020-03-22:01,1584838800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
19,41.7531,0.611879,10.5174,423.491,2.07153,2.87365,2020-03-22T01:00:00,2020-03-22T00:00:00,2020-03-22:00,1584835200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
19,41.306,0.594184,11.0101,422.239,2.13206,2.98061,2020-03-22T00:00:00,2020-03-21T23:00:00,2020-03-21:23,1584831600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
19,41.306,0.542961,11.2029,419.736,2.11992,2.98917,2020-03-21T23:00:00,2020-03-21T22:00:00,2020-03-21:22,1584828000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
19,42.066,0.531785,11.5028,418.067,2.00466,2.82554,2020-03-21T22:00:00,2020-03-21T21:00:00,2020-03-21:21,1584824400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
20,43.6306,0.506639,11.717,414.729,1.81459,2.59467,2020-03-21T21:00:00,2020-03-21T20:00:00,2020-03-21:20,1584820800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
22,47.1175,0.49267,11.4385,411.391,1.64848,2.36451,2020-03-21T20:00:00,2020-03-21T19:00:00,2020-03-21:19,1584817200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,52.8395,0.467058,10.0355,409.305,1.52286,2.15861,2020-03-21T19:00:00,2020-03-21T18:00:00,2020-03-21:18,1584813600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,56.7734,0.469387,8.24686,406.802,1.50741,2.08376,2020-03-21T18:00:00,2020-03-21T17:00:00,2020-03-21:17,1584810000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
27,57.9357,0.476837,7.09016,405.55,1.5502,2.08811,2020-03-21T17:00:00,2020-03-21T16:00:00,2020-03-21:16,1584806400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,55.6111,0.482425,6.90809,403.881,1.59273,2.10463,2020-03-21T16:00:00,2020-03-21T15:00:00,2020-03-21:15,1584802800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,52.6607,0.468455,7.10087,405.133,1.65533,2.18004,2020-03-21T15:00:00,2020-03-21T14:00:00,2020-03-21:14,1584799200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,51.409,0.447966,6.98306,408.471,1.68573,2.21135,2020-03-21T14:00:00,2020-03-21T13:00:00,2020-03-21:13,1584795600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,51.3196,0.42934,6.41542,411.809,1.6661,2.21044,2020-03-21T13:00:00,2020-03-21T12:00:00,2020-03-21:12,1584792000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,51.5878,0.418164,5.78351,413.06,1.66247,2.266,2020-03-21T12:00:00,2020-03-21T11:00:00,2020-03-21:11,1584788400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
23,50.5149,0.445172,6.10482,414.729,1.8767,2.65569,2020-03-21T11:00:00,2020-03-21T10:00:00,2020-03-21:10,1584784800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
23,50.2467,0.483356,7.133,414.312,2.15127,3.13581,2020-03-21T10:00:00,2020-03-21T09:00:00,2020-03-21:09,1584781200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
25,53.1971,0.484288,7.872,415.981,2.2482,3.33246,2020-03-21T09:00:00,2020-03-21T08:00:00,2020-03-21:08,1584777600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,56.1476,0.475906,8.17189,412.643,2.18977,3.30152,2020-03-21T08:00:00,2020-03-21T07:00:00,2020-03-21:07,1584774000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
27,58.8298,0.454485,7.68993,412.643,2.0729,3.23891,2020-03-21T07:00:00,2020-03-21T06:00:00,2020-03-21:06,1584770400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
28,60.7967,0.452157,7.19726,410.14,1.92394,3.06066,2020-03-21T06:00:00,2020-03-21T05:00:00,2020-03-21:05,1584766800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
29,62.6743,0.456814,7.17584,413.895,1.78456,2.959,2020-03-21T05:00:00,2020-03-21T04:00:00,2020-03-21:04,1584763200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
29,62.9425,0.472646,7.09016,408.471,1.59544,2.80075,2020-03-21T04:00:00,2020-03-21T03:00:00,2020-03-21:03,1584759600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
30,63.926,0.4787,7.07945,404.298,1.54175,2.80586,2020-03-21T03:00:00,2020-03-21T02:00:00,2020-03-21:02,1584756000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
30,64.6412,0.477768,7.133,398.874,1.47134,2.76548,2020-03-21T02:00:00,2020-03-21T01:00:00,2020-03-21:01,1584752400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
29,61.959,0.511296,8.47178,405.55,1.81859,3.27934,2020-03-21T01:00:00,2020-03-21T00:00:00,2020-03-21:00,1584748800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,52.1243,0.613742,11.3528,407.636,2.5524,4.30388,2020-03-21T00:00:00,2020-03-20T23:00:00,2020-03-20:23,1584745200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
21,45.7317,0.744127,13.7305,421.822,2.98448,5.31856,2020-03-20T23:00:00,2020-03-20T22:00:00,2020-03-20:22,1584741600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
22,47.6539,0.772066,11.9098,421.405,2.54597,5.2434,2020-03-20T22:00:00,2020-03-20T21:00:00,2020-03-20:21,1584738000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,51.4984,0.809319,9.69274,421.822,2.0052,5.11437,2020-03-20T21:00:00,2020-03-20T20:00:00,2020-03-20:20,1584734400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,52.6607,0.871718,8.55746,417.65,1.53073,4.77007,2020-03-20T20:00:00,2020-03-20T19:00:00,2020-03-20:19,1584730800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
25,54.0912,0.843778,7.56141,424.325,1.4998,4.86276,2020-03-20T19:00:00,2020-03-20T18:00:00,2020-03-20:18,1584727200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
25,53.5548,0.712462,5.68712,419.736,1.53463,5.22655,2020-03-20T18:00:00,2020-03-20T17:00:00,2020-03-20:17,1584723600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
25,53.2866,0.599772,4.38583,420.153,1.61867,5.79824,2020-03-20T17:00:00,2020-03-20T16:00:00,2020-03-20:16,1584720000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,52.2137,0.507571,3.74857,410.14,1.66548,6.05146,2020-03-20T16:00:00,2020-03-20T15:00:00,2020-03-20:15,1584716400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,52.9289,0.454951,3.59863,403.464,1.71585,6.14176,2020-03-20T15:00:00,2020-03-20T14:00:00,2020-03-20:14,1584712800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
25,53.823,0.406988,3.5665,388.861,1.72686,6.0435,2020-03-20T14:00:00,2020-03-20T13:00:00,2020-03-20:13,1584709200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,55.3429,0.377651,3.74322,382.602,1.776,6.07258,2020-03-20T13:00:00,2020-03-20T12:00:00,2020-03-20:12,1584705600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,55.5217,0.350643,3.97884,382.602,1.79829,6.06239,2020-03-20T12:00:00,2020-03-20T11:00:00,2020-03-20:11,1584702000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
25,54.7171,0.340864,4.51971,394.285,1.81947,6.12361,2020-03-20T11:00:00,2020-03-20T10:00:00,2020-03-20:10,1584698400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,52.8395,0.331085,5.248,401.795,1.81413,6.20083,2020-03-20T10:00:00,2020-03-20T09:00:00,2020-03-20:09,1584694800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
24,52.7501,0.33807,6.23334,412.226,1.80516,6.39158,2020-03-20T09:00:00,2020-03-20T08:00:00,2020-03-20:08,1584691200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
25,53.7336,0.351109,6.86524,413.477,1.72609,6.29266,2020-03-20T08:00:00,2020-03-20T07:00:00,2020-03-20:07,1584687600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,55.5217,0.376254,6.79027,416.398,1.63389,5.98257,2020-03-20T07:00:00,2020-03-20T06:00:00,2020-03-20:06,1584684000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,55.8794,0.395346,6.54394,408.053,1.52346,5.47635,2020-03-20T06:00:00,2020-03-20T05:00:00,2020-03-20:05,1584680400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,56.3264,0.415836,6.81169,406.802,1.46454,5.09724,2020-03-20T05:00:00,2020-03-20T04:00:00,2020-03-20:04,1584676800,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,55.8794,0.421423,7.12229,400.126,1.41387,4.79921,2020-03-20T04:00:00,2020-03-20T03:00:00,2020-03-20:03,1584673200,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,56.5052,0.415836,7.45431,400.126,1.40029,4.68859,2020-03-20T03:00:00,2020-03-20T02:00:00,2020-03-20:02,1584669600,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
26,56.5946,0.397675,7.53999,395.119,1.38915,4.63576,2020-03-20T02:00:00,2020-03-20T01:00:00,2020-03-20:01,1584666000,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
27,57.3993,0.379514,7.6578,396.371,1.44034,4.81372,2020-03-20T01:00:00,2020-03-20T00:00:00,2020-03-20:00,1584662400,Vierhuizen,53.35,6.26,Europe/Amsterdam,NL,04,Dublin
41.6,60.1599,1.05053,6.70432,419.903,9.11122,9.11917,2020-03-23T00:00:00,2020-03-22T23:00:00,2020-03-22:23,1584918000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
37.2,58.0214,0.983477,7.43001,416.816,7.19636,7.33889,2020-03-22T23:00:00,2020-03-22T22:00:00,2020-03-22:22,1584914400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
32.8,56.2226,0.934117,8.14069,414.145,5.23436,5.49206,2020-03-22T22:00:00,2020-03-22T21:00:00,2020-03-22:21,1584910800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
29.2,55.3893,0.863336,8.49581,409.305,3.23243,3.57199,2020-03-22T21:00:00,2020-03-22T20:00:00,2020-03-22:20,1584907200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
26,55.8794,0.798143,8.66456,401.795,1.24054,1.64533,2020-03-22T20:00:00,2020-03-22T19:00:00,2020-03-22:19,1584903600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
27,59.2768,0.727363,7.82916,396.788,1.22643,1.59397,2020-03-22T19:00:00,2020-03-22T18:00:00,2020-03-22:18,1584900000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
29,63.3001,0.677072,6.01914,391.364,1.21068,1.54967,2020-03-22T18:00:00,2020-03-22T17:00:00,2020-03-22:17,1584896400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
31,67.7705,0.64075,4.36441,388.443,1.15456,1.45961,2020-03-22T17:00:00,2020-03-22T16:00:00,2020-03-22:16,1584892800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
32,69.8268,0.638887,3.43798,386.775,1.13596,1.41532,2020-03-22T16:00:00,2020-03-22T15:00:00,2020-03-22:15,1584889200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
32,68.9328,0.664964,3.20235,390.112,1.14837,1.43072,2020-03-22T15:00:00,2020-03-22T14:00:00,2020-03-22:14,1584885600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
30,65.0883,0.70408,3.27732,392.199,1.21475,1.50827,2020-03-22T14:00:00,2020-03-22T13:00:00,2020-03-22:13,1584882000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
29,63.3895,0.723638,3.29339,396.788,1.24476,1.5532,2020-03-22T13:00:00,2020-03-22T12:00:00,2020-03-22:12,1584878400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
29,62.7637,0.745058,3.33088,399.292,1.23663,1.5565,2020-03-22T12:00:00,2020-03-22T11:00:00,2020-03-22:11,1584874800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
28,60.1709,0.856817,3.97884,405.967,1.34264,1.73413,2020-03-22T11:00:00,2020-03-22T10:00:00,2020-03-22:10,1584871200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
25,53.5548,1.10082,5.93346,418.484,1.68649,2.26563,2020-03-22T10:00:00,2020-03-22T09:00:00,2020-03-22:09,1584867600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
24,51.6772,1.06171,6.87595,425.994,1.68326,2.25887,2020-03-22T09:00:00,2020-03-22T08:00:00,2020-03-22:08,1584864000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
23,50.6043,0.968575,7.61496,429.749,1.65554,2.20634,2020-03-22T08:00:00,2020-03-22T07:00:00,2020-03-22:07,1584860400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
24,51.0514,0.84471,6.84382,432.253,1.60695,2.11339,2020-03-22T07:00:00,2020-03-22T06:00:00,2020-03-22:06,1584856800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
24,51.9454,0.759028,5.50505,432.253,1.55475,1.9906,2020-03-22T06:00:00,2020-03-22T05:00:00,2020-03-22:05,1584853200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
24,52.0349,0.720844,5.05522,436.425,1.57097,1.96805,2020-03-22T05:00:00,2020-03-22T04:00:00,2020-03-22:04,1584849600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
24,50.962,0.732951,5.34439,438.094,1.59463,1.98151,2020-03-22T04:00:00,2020-03-22T03:00:00,2020-03-22:03,1584846000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
23,49.7103,0.785105,6.10482,439.763,1.6126,2.01788,2020-03-22T03:00:00,2020-03-22T02:00:00,2020-03-22:02,1584842400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
22,48.2798,0.849366,6.99377,435.591,1.6053,2.04952,2020-03-22T02:00:00,2020-03-22T01:00:00,2020-03-22:01,1584838800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
22,47.3857,0.90804,8.03266,431.418,1.63984,2.14815,2020-03-22T01:00:00,2020-03-22T00:00:00,2020-03-22:00,1584835200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
22,47.2963,0.930391,8.86805,424.743,1.63914,2.19726,2020-03-22T00:00:00,2020-03-21T23:00:00,2020-03-21:23,1584831600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
22,48.4586,0.922941,9.56422,421.822,1.60921,2.19635,2020-03-21T23:00:00,2020-03-21T22:00:00,2020-03-21:22,1584828000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
23,49.9785,0.898726,9.96049,419.736,1.50484,2.08457,2020-03-21T22:00:00,2020-03-21T21:00:00,2020-03-21:21,1584824400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
24,51.856,0.848435,9.96049,418.484,1.41,1.95735,2020-03-21T21:00:00,2020-03-21T20:00:00,2020-03-21:20,1584820800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
25,53.6442,0.8028,9.71416,415.146,1.34598,1.85913,2020-03-21T20:00:00,2020-03-21T19:00:00,2020-03-21:19,1584817200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
26,56.7734,0.75344,8.8145,413.895,1.31852,1.7941,2020-03-21T19:00:00,2020-03-21T18:00:00,2020-03-21:18,1584813600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
28,60.5285,0.722706,6.98306,410.974,1.28596,1.71156,2020-03-21T18:00:00,2020-03-21T17:00:00,2020-03-21:17,1584810000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
30,64.0154,0.699423,5.45685,408.888,1.28446,1.65788,2020-03-21T17:00:00,2020-03-21T16:00:00,2020-03-21:16,1584806400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
30,64.7306,0.701286,4.57861,404.716,1.31389,1.64769,2020-03-21T16:00:00,2020-03-21T15:00:00,2020-03-21:15,1584802800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
29,62.5849,0.697561,4.33764,403.881,1.3672,1.70264,2020-03-21T15:00:00,2020-03-21T14:00:00,2020-03-21:14,1584799200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
27,57.8463,0.697561,4.50364,403.047,1.45382,1.82243,2020-03-21T14:00:00,2020-03-21T13:00:00,2020-03-21:13,1584795600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
24,52.9289,0.679865,5.15161,405.133,1.72719,2.16683,2020-03-21T13:00:00,2020-03-21T12:00:00,2020-03-21:12,1584792000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
23,49.6209,0.624917,5.95488,406.384,2.02742,2.53135,2020-03-21T12:00:00,2020-03-21T11:00:00,2020-03-21:11,1584788400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
21,46.4022,0.645407,8.24686,414.729,2.86917,3.60737,2020-03-21T11:00:00,2020-03-21T10:00:00,2020-03-21:10,1584784800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
20,43.0048,0.749715,12.5524,425.16,3.72432,4.89606,2020-03-21T10:00:00,2020-03-21T09:00:00,2020-03-21:09,1584781200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
21,46.2234,0.692904,13.7733,427.246,3.48204,4.71567,2020-03-21T09:00:00,2020-03-21T08:00:00,2020-03-21:08,1584777600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
23,49.5315,0.631437,13.9019,422.239,2.93277,4.04191,2020-03-21T08:00:00,2020-03-21T07:00:00,2020-03-21:07,1584774000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
25,53.2866,0.581145,11.6313,421.405,2.47831,3.40272,2020-03-21T07:00:00,2020-03-21T06:00:00,2020-03-21:06,1584770400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
26,56.3264,0.559725,9.47854,419.319,2.192,2.9621,2020-03-21T06:00:00,2020-03-21T05:00:00,2020-03-21:05,1584766800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
27,58.3828,0.56345,8.62172,423.074,2.09166,2.79907,2020-03-21T05:00:00,2020-03-21T04:00:00,2020-03-21:04,1584763200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
27,58.8298,0.599772,8.54675,422.239,2.04751,2.72325,2020-03-21T04:00:00,2020-03-21T03:00:00,2020-03-21:03,1584759600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
27,58.8298,0.649132,9.02871,425.16,2.20339,2.87874,2020-03-21T03:00:00,2020-03-21T02:00:00,2020-03-21:02,1584756000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
25,54.8065,0.731088,10.8494,428.081,2.69545,3.52072,2020-03-21T02:00:00,2020-03-21T01:00:00,2020-03-21:01,1584752400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
20,43.2283,0.850298,16.0867,440.598,3.7874,5.18964,2020-03-21T01:00:00,2020-03-21T00:00:00,2020-03-21:00,1584748800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
18,35.5393,0.92946,19.7496,446.439,4.303,6.26135,2020-03-21T00:00:00,2020-03-20T23:00:00,2020-03-20:23,1584745200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
17,36.2098,0.881962,19.5354,453.949,4.15221,6.36064,2020-03-20T23:00:00,2020-03-20T22:00:00,2020-03-20:22,1584741600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
18,39.652,0.858679,17.3291,449.777,3.6299,5.91658,2020-03-20T22:00:00,2020-03-20T21:00:00,2020-03-20:21,1584738000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
20,42.4683,0.867061,15.2299,441.432,2.9822,5.4766,2020-03-20T21:00:00,2020-03-20T20:00:00,2020-03-20:20,1584734400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
20,44.0329,0.869855,13.4734,430.584,2.36918,5.12091,2020-03-20T20:00:00,2020-03-20T19:00:00,2020-03-20:19,1584730800,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
21,45.1952,0.808388,11.3957,420.57,1.87677,4.98674,2020-03-20T19:00:00,2020-03-20T18:00:00,2020-03-20:18,1584727200,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
21,46.3128,0.728294,8.77166,408.471,1.6011,4.95816,2020-03-20T18:00:00,2020-03-20T17:00:00,2020-03-20:17,1584723600,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
22,48.1904,0.648201,6.68317,397.623,1.52122,4.99071,2020-03-20T17:00:00,2020-03-20T16:00:00,2020-03-20:16,1584720000,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
23,50.0679,0.603497,5.47827,387.609,1.49208,4.91727,2020-03-20T16:00:00,2020-03-20T15:00:00,2020-03-20:15,1584716400,Weerdinge,52.84,6.93,Europe/Amsterdam,NL,01,Carlow
